id	wolof	arabic	french_source	source_dataset	source_type
wo-ar-1215	Francfort moo daan Bayern.	تغلب فرانكفورت على بايرن.	C’est le Bayern qui s’est incliné contre Francfort.	mafand	Senegalese News (MAFAND)
wo-ar-0023	Lépp a ngi doore ci bésu ñetti fan ci weeru suweŋ bi, boori juróom-ñeenti waxtu (9h) bu teg fanweeri simili (30min), bi njiital kurélu bëj-penku sàndarma yi, Kolonel DawI Maane, jot na wooteb telefon bu koy yégal teewaayu Baay Móodu Faal mi ñuy dàkkantale Booy Jinne ca Tàmbaakundaa.	بدأ كل شيء في الثالث من شهر يونيو، حوالي الساعة التاسعة (9h)، عندما تلقى قائد الفيلق الشرقي للدرك، العقيد DawI Maane، مكالمة هاتفية لإبلاغه بوجود Baay Móodu Faal الملقب بBooy Jinne في تامباكوندا.	Tout a commencé ce 3 juin, aux environs de 9 h 30, quand le commandant de la Légion Est de la gendarmerie, le colonel Davy Mané, a reçu un appel téléphonique l’informant de la présence de Baye Modou Fall alias Boy Djiné à Tambacounda.	mafand	Senegalese News (MAFAND)
wo-ar-1176	Am na jamono yoo xam ni danga war a wut say pexey bopp yu lay dugal ci taarix.	هناك أوقات يتعين عليك فيها أن تحصل على استراتيجيات بنفسك والتي ستدخلك إلى التاريخ.	Il y’a des moments où il faut se donner les moyens d’entrer dans l’Histoire.	mafand	Senegalese News (MAFAND)
wo-ar-0096	Bile coono bu askan wi di dund moo ngi jóge ci loxoy njiitu réew mi Maki Sàll kepp, ak nguuram gi mu bokk ak ay nit ñu denc ay milyaar.	إن هذه المعاناة التي يعيشها السكان هي مسؤولية الرئيس ماكي سال وحده وحكومته وأشخاص أخفوا مليارات.	Cette souffrance des populations relève de la responsabilité personnelle et exclusive du président Macky Sall et son gouvernement de milliardaires.	mafand	Senegalese News (MAFAND)
wo-ar-1209	Waaye muy laaj ropplaan buy jar juróom-benn-fukk wala juróom-ñett-fukki milyaar, mu mel ni dañuy for xaalis bi.	لكنه يطلب طائرة بقيمة ستين أو ثمانين مليارا وكأننا نلتقط المال.	Mais il fait la commande d'un avion de 60 ou 80 milliards comme si on ramassait l'argent.	mafand	Senegalese News (MAFAND)
wo-ar-0817	Waaye yaa jël raw-gàddu gi ci Ërob ak joŋante yu bare yoo xam ne kenn dugalu la ab bal.	ولكنك البطل في أروبا مع العديد من المباريات التي لم يتمكن أحد من هز شباكك.	tu n'es pas champion des clubs anglais, mais champion des clubs européens, avec un record de clean sheets.	mafand	Senegalese News (MAFAND)
wo-ar-0635	Liggéeykat wala mbootaayu liggéekat yi doonul moomeelu nguur gi te ñu leen di ŋàññ te teguñu ko fenn ndax luu tuuti li ñu joxe ci xeex bi.	يتم انتقادالقطاع الخاص أو جمعيته دون وجه حق لمشاركته المتواضعة في المعركة.	Le Privé national qui d’ailleurs paradoxalement subi de critiques infondées pour sa modeste participation au combat.	mafand	Senegalese News (MAFAND)
wo-ar-0970	Gaynde yi ñoo ngi bokk ci kippu D mi, ñu bokk ko ak Cameroun, Sud du Soudan ak ñaareel bi jàll ci kippu E bi, ci joŋanteb toogloo yi.	يتواجد الأسود في المجموعة D إلى جانب الكاميرون وجنوب السودان والمتأهل الثاني من المجموعة E من التصفيات.	Les Lions sont logés dans la poule D en compagnie du Cameroun, du Sud Soudan et du deuxième qualifié de la poule E des éliminatoires.	mafand	Senegalese News (MAFAND)
wo-ar-0154	Jublu gi mooy fexe ba gaawal dugalug xarala yi ci nguuru Gauteng gi jaare ko ci samp nekkin gu am doole ci kéew gi.	الهدف هو تسريع عملية التحول الرقمي لحكومة محافظة غوتنغ من خلال إنشاء نظام ديناميكي في البيئة.	L’objectif étant de réussir à accélérer la transformation numérique du gouvernement provincial de Gauteng à travers la création d’un écosystème dynamique.,	mafand	Senegalese News (MAFAND)
wo-ar-0683	Ni ko L’As waxee, kilifag Pastef gi daje na ak jaaykat yi, waxtaan ak ñoom, càmbar seeni jafe-jafe te di xalaat ci pexe yu mu leen saafaraa.	"ووفقًا لـ""لاس""، التقى المدير العام لشركة باستف بالتجار، وتحدث إليهم، وحلل مشاكلهم ويفكر في الحلول الممكنة."	Selon L’AS, à cette occasion, l’Administrateur général de Pastef a rencontré les commerçants, a échangé avec eux, analysé leurs problèmes et réfléchi sur des pistes de solutions à apporter.	mafand	Senegalese News (MAFAND)
wo-ar-1211	(juróomi junne ak juróom-ñett-fukk ak juróom-ñett yu teg ñeen-fukk ak juróom yu nekk ci téereb limu borom kër yi, ñeenti téeméer ak fukk ak benn yu teg juróom-ñeenti téeméer ak juróom-fukk ak juróom ci borom kër yu ñu seppi ci askan wi ak téeméeri junne ngir mbooloo yu benne yi)	(خمسمائة وثمانية وثمانون ألفا وخمس وأربعون في كتاب عدد أصحاب العائلات، وأربعمائة وأحد عشر ألفا وتسعمائة وخمس وخمسون لأصحاب الأسر المستهدفة من الشعب، ومائة ألف لمجموعات محددة)	Ils donnent un montant de 57 289 289 292 FCFA payé pour l’achat des denrées alimentaires pour 1 100 000 ménages (588 045 RNU, 411 955 ciblages communautaires et 100 000 pour les groupes spécifiques) à raison 66 000 FCFA le kit par ménage.	mafand	Senegalese News (MAFAND)
wo-ar-1011	Jërëjëf ci jéem a def luy tax nga yelloo sa payoor ngir mën a ñëw taxaw jàkkaarlook ñun di ñu wax waxi liggéey bu yemb te mucc-ayib!	شكرا على محاولتك القيام بما يجعلك تستحق راتبك لتأتي وتقف أمامنا وتُحدثنا عن أعمال كاملة لا تشوبها شائبة!	Merci d’essayer de mériter votre salaire afin de pouvoir revenir nous regarder en face et nous parler de vraies réalisations !Dakar, le 13 Novembre 2019.	mafand	Senegalese News (MAFAND)
wo-ar-1127	woo ko ñetti yoon,	ناديها ثلاث مرات،	Profondément blessée, Ndaté-la-vertueuse fit dire par sa jeune fille à Khanju-la-libertine cette réplique dont vous vous rappelez surement Interpelle-la à trois reprises, puis dis-lui ma mère dit que teen bi gueun’oon’a fee deek mu root rootaleella (Il fut une période où l’eau du puits était bien plus rare, et pourtant elle a tiré de l’eau, et en a tiré pour toi).	mafand	Senegalese News (MAFAND)
wo-ar-1063	kilifay Alseri, ak Kurélu Afirig gi yore mbirum daw (tàggat-yaram) dañu fasoon yéene toxal ca Alsee, ci njeexitalu weeru suweŋ.	فكرت السلطات الجزائرية والاتحاد الأفريقي لألعاب الجري (رياضة) في نقل الحدث إلى الجزائر العاصمة في نهاية شهر يونيو.	Puis, face à la pandémie et à des retards à Oran, les autorités algériennes et la Confédération africaine d’athlétisme (CAA) avaient envisagé une délocalisation à Alger, pour la fin juin.	mafand	Senegalese News (MAFAND)
wo-ar-0389	ca booba, suñu jigéen ñiy dee ci jàngoroy kañseer, ndax ñàkk masin buy jëfandikoo ay ceeneer ngir neenal jànoroy jooju ci yaram, te muy jar ñeenti milyaar ci xaalisu Seefaa.	بينما تموت نساؤنا من السرطان بسبب عدم وجود أجهزة العلاج الإشعاعي لإزالة المرض من الجسم التي تكلف أربعة مليارات سيفا.	Après huit années à la tête de l’état, Macky Sall entretient encore 6000 abris provisoires, des écoles en état de délabrement, les étudiants en grève permanente faute de conditions d’études minimales, le taux de réussite au baccalauréat en 2019 est à 37,7% … une absurdité ! Le régime du président Macky Sall a dépensé 307 milliards pour l’achat de véhicules administratifs, pendant que nos femmes meurent de cancer, faute d’appareils de radiothérapie qui coutent 4 Milliards de FCFA .	mafand	Senegalese News (MAFAND)
wo-ar-0501	wax nañu ne baaxul.	وقلنا إنه لم يكن جيدا.	On a travaillé sur le décret de 2005, on a dit que ce n’est pas bon.	mafand	Senegalese News (MAFAND)
wo-ar-0995	Gan kuréelu pólótig moo mën a màng mbooloo mu tollu nii, te du leen jox njëgu oto, du ñam wu ñuy lekk, wala ay yére ?	أي حزب سياسي يمكنه أن يجذب مثل هذا الحشد دون أن يوفر لهم ثمن السيارة، أو طعام يأكلونه، أو ملابس؟	Quel est ce parti qui peut drainer autant de foules sans les assurer ni transport, ni nourriture ni vêtements ?	mafand	Senegalese News (MAFAND)
wo-ar-0246	Ñu daldi koy defar bu soobee Boroom Bi.	وسنصلحها إن شاء الله.	Askan wee nu tax a jóg, moom lanuy xeexal ba keroog Yàlla di teg réew mi ci sunuy loxo, nu daldi koy defar bu soobee Boroom Bi.	mafand	Senegalese News (MAFAND)
wo-ar-0991	Waaye, dafa soppi li mu naroon, bi mu gisee nataal yi ci wetu bayaal bi (téeméer ak fukk ak juróom-benneel), gannaaw bi àttekat bi àddoo cib widéwoo.	لكنه غير قراره بعد أن رأى الصور على حدود الملعب (116)، بعد أن تدخل الحكم عبر شريط فيديو.	Mais il a changé sa décision au vu des images en bord de terrain (116e), après intervention de l’arbitre assistant vidéo.	mafand	Senegalese News (MAFAND)
wo-ar-0112	"Waaye noo bokk li fés muy bëgg sa réew, ndax kurélu pólotig gaa ngi tudd ""Bëgg sa réewum Senegaal ngir Liggéey, lu Baax ak Mbokkoo""."	"لكننا نشترك في المظهر وهو الوطنية، لأن الحزب يسمى ""الوطنيون السنغاليون للعمل والأخلاق والأخوة""."	Mais nous partageons particulièrement le patriotisme parce que notre parti s’appelle Patriotes du Sénégal pour le Travail, l’Éthique et la Fraternité.	mafand	Senegalese News (MAFAND)
wo-ar-1030	Boo seetee, ñett ba juróomi at ci ginnaaw, ni ma doon waxe farañse laa doon waxe wolof.	إذا نظرت إلى السنوات الثلاث أو الأربع الماضية، ستجد أن الطريقة التي أتحدث بها اللغة الفرنسية هي نفسها التي كنت أتحدث بها اللغة الولوفية.	Boo seetee, 3 ba 5i at ci ginnaaw, ni ma doon waxe farañse laa doon waxe wolof.	mafand	Senegalese News (MAFAND)
wo-ar-0083	Dawalkat bi yàq motoom, jaar na ci kawam njëkk muy réeri.	السائق الذي اصطدم بدُعْرُوْمَته داسته قبل أن يختفي.	Le chauffeur qui a percuté son scooter est passé sur son corps avant de disparaître.	mafand	Senegalese News (MAFAND)
wo-ar-0722	Ñi seen xam-xam màcc ci wàll wi yàgg nañoo àrtu.	لقد حذر الفنيون منذ فترة طويلة.	Les techniciens ont souligné que les risques sont nombreux mais les autorités ne leur ont jamais prêté l'oreille pour savoir ce dont ils souffrent.	mafand	Senegalese News (MAFAND)
wo-ar-0622	te ñépp dañu koo war a xeex.	ويجب على الجميع الوقوف ضدها.	Selon lui, cette réforme qu’agite la majorité est rétrograde, antidémocratique et inopérante et qu’il y a nécessité pour tous des démocrates de se dresser contre.	mafand	Senegalese News (MAFAND)
wo-ar-0575	Jàppoo ko noonu rekk njiit li.	استمر على هذا النحو أيها الرئيس.	Continuez ainsi prési.	mafand	Senegalese News (MAFAND)
wo-ar-0789	Ci beneen joŋante bi ci kippaango G bi, ci ñaar-fukkeelu simili bi ak juróom waa Russie yi lakk caax yi, waaye bi ñu noppalujee ba ñëwaat, waa Almaañ yi wane nañu beneen xar-kanam.	في المباراة الأخرى في المجموعة السابعة، افتتح الروس التسجيل في الدقيقة الخامسة والعشرين، ولكن بعد العودة من الشوط الأول ظهر الألمان بوجوه جديدة.	Dans l’autre rencontre du groupe G, le score a été ouvert à la 25e mn par les Russes de Saint Pétersbourg mais les Allemands sont revenus des vestiaires avec de nouvelles ambitions.	mafand	Senegalese News (MAFAND)
wo-ar-0803	Ñi jot ci feebar bi, bu ñu demee seen kër, mën nañoo wàll màggat ñi, ak ñi nga xam ne dañoo ame yeneen feebar,	من الممكن للأشخاص المصابين بالمرض، عند عودتهم إلى المنزل، أن ينقلوه إلى كبار السن وغيرهم من المصابين بأمراض أخرى،	Ceux qui seraient infectés, une fois chez eux, sont susceptibles de contaminer les personnes âgées et autres vivant avec des comorbidités, des catégories d’individus qui succombent très vite à la COVID-19.	mafand	Senegalese News (MAFAND)
wo-ar-0624	jox ay ñoñam bal bi,	وهيأ الكرة لزملائه،	Dans le match remporté par Liverpool (2-0), le Lion a provoqué le pénalty qui a offert le premier but à son équipe marqué par Mohamed Salah.	mafand	Senegalese News (MAFAND)
wo-ar-0299	Jamono ji baax na su ñu xamee ne ñenn ñaa ngi woote ngir amaat beneen Bretton Woods ndax kuréeli koom yu bànku àdduna bi dañoo wone seenug tële.	إن هذه الفترة مناسبة عندما نعلم أن البعض يدعو إلى بريتون وودز أخرى لأن مؤسسات المالية الدولية قد أظهرت محدوديتها.	La période est opportune quand on sait que certains appellent à un nouveau Bretton Woods tant les institutions de la finance mondiale ont montré leurs limites, quand on sait que les changements géostratégiques sont si rapides que même l’Europe explose avec les soubresauts de l’OTAN que Macron a récemment qualifiée en état de mort cérébrale (sic).	mafand	Senegalese News (MAFAND)
wo-ar-0706	Usmaan Sónko moo ngi nas wër réew mi yépp ngir gën a joxey xibaar ci yéene ji mu am ci réew mi ak li koy doxal.	يخطط عثمان سونكو للقيام بجولة وطنية لتقديم المزيد من الأخبار حول نيته في الدولة وما سيطورها.	Ousmane Sonko prévoit d’effectuer une tournée nationale pour plus communiquer sur le programme et participer à ces différentes activités.	mafand	Senegalese News (MAFAND)
wo-ar-0276	Ay ponki xalaat yu niroo ngi ci tënku yoon bi.	تم تضمين معايير تقارب مماثلة في خارطة الطريق.	Des critères de convergence sont inscrits dans la feuille de route.	mafand	Senegalese News (MAFAND)
wo-ar-0898	Daf maa niru ne Sónko xamatul fi muy teg tànkam.	لديّ انطباع بأن سونكو لم يعد يعرف أين يتجه.	Jai comme l'impression que Sonko n'a plus de repères.	mafand	Senegalese News (MAFAND)
wo-ar-0748	yàgg a mébét senegaalug jàmm, senegaalug naataange, Senegaal gu moom boppam ak gu boole xeet ak diine yépp, te suuf féete leen kaw.	وكان يتمنى سنغالا يسودها السلام، والازدهار، والسيادة، وتجمع كل الشعوب والأديان التي تعيش على الأرض.	Ton joli sourir, signe d’une passion sans anicroche de la vérité et de la dignité restera à jamais gravé dans nos coeurs ainsi que celui de tous les autres patriotes qui ont perdu la vie sur le chemin de l’édification de la nouvelle société sénégalaise, paisible, souveraine, prospère et plurielle.	mafand	Senegalese News (MAFAND)
wo-ar-0492	Juróom-ñaari fan ci weeru sulet, dige bi di T1784/17 ngir jot ci Sea Premium xaatim nañu ko ci diggante sekerteeru njiitu réew mi ak tabaxkat bi, Ocea SA.	في السابع من يوليو 2017، تم توقيع على عقد T1784/17 لاقتناء سي بريميوم بين الأمين العام لرئاسة جمهورية السنغال والشركة المصنعة Ocea Sa.	Le 07 juillet 2017, le contrat T1784/17 pour l’acquisition de la vedette Sea Premium 100 est signé entre le Secrétaire général de la Présidence de la République du Sénégal et le constructeur, Ocea Sa.	mafand	Senegalese News (MAFAND)
wo-ar-0233	Bokkug ja bu néew gi ñu nemmeeku ci yenn gox yi, ñi yor këri kaaraange yee ko teg seen bopp.	يرجع معدل اختراق السوق المنخفض في بعض المناطق إلى ممارسات شركات التأمين نفسها.	Mais la faiblesse du taux de pénétration, dans certaines régions spécifiques, est aussi due aux pratiques des assureurs eux-mêmes.,	mafand	Senegalese News (MAFAND)
wo-ar-0718	M2D bi Seex Tijaan Jéey jiite ak Usmaan mu doyadi mii mooy firnde lañu ci pólótig boo xam ne ci wàllu fitna la tënku,	إن M2D التي يقودها الشيخ تيجان جي وهذا الوضيع عثمان شهادة على سياسة تتعلق بالفتنة،	Le M2D avec cheikh tidiane dieye le caniche de Sonko sont le symbole de la délinquance politique que le régime de Macky semble caresser dans le sens du poil alors qu'il ne peuvent mobiliser au delà des bandits de Dakar et banlieue	mafand	Senegalese News (MAFAND)
wo-ar-0951	muy sukkandiku ci ay wax yu jege dëgg, di bàyyi ñaareelu wote yi ci diggante Beje ak Sóróo.	مستندا إلى أقوال أقرب إلى الواقع، ومتخليا عن التصويت الثاني بين بيجه وسورو.	Macron refuse de cautionner l’entêtement de Ouattara face au risque de guerre civile et se basant sur des pronostics plus proches de la réalité prédit plutôt un deuxième tour entre Bédié et Soro.	mafand	Senegalese News (MAFAND)
wo-ar-0386	Ginnaaw juróom-ñetti at ci boppu réew mi, Maki Sàll a ngi seetaan juróom-benni junniy mbaari négandinku, ay daara yu yàqu yaxeet, ay ndongo yu dëkk ci bank seeni loxo ndax ñàkk li gën a tuuti ci seen nekkinu njàng,	بعد ثماني سنوات على رأس الدولة، لا يزال ماكي سال يتجاهل ستة آلاف ملجأ مؤقت، ومدارس في حالة يرثى لها، وطلاب في إضراب دائم لعدم توفر الحد الأدنى من المتطلبات التعليمية،	Après huit années à la tête de l’état, Macky Sall entretient encore 6000 abris provisoires, des écoles en état de délabrement, les étudiants en grève permanente faute de conditions d’études minimales, le taux de réussite au baccalauréat en 2019 est à 37,7% … une absurdité ! Le régime du président Macky Sall a dépensé 307 milliards pour l’achat de véhicules administratifs, pendant que nos femmes meurent de cancer, faute d’appareils de radiothérapie qui coutent 4 Milliards de FCFA .	mafand	Senegalese News (MAFAND)
wo-ar-0572	Xam nañu ne Senegaal soriwul diggante boobu.	عرفنا أن السنغال غير بعيدة عن هذا الوضع.	On note qu’on est loin de cette situation au Sénégal.	mafand	Senegalese News (MAFAND)
wo-ar-0191	Atum ren mee gën a baax mu daaw ci doomu Senegaal bi ci dugal fukk ak juróom-ñetti bal,	سجل اللاعب السنغالي هذا الموسم، وهو الأفضل مقارنة بالموسم الماضي، ثمانية عشر هدفا،	Cette saison, le Sénégalais est déjà 18 buts inscrits en Premier League et a battu son record dans le championnat anglais (12).	mafand	Senegalese News (MAFAND)
wo-ar-0819	Mu ngi yoroon ab woto boo xam ne kenn kuy yëngatu ci wàllu dem ak dikk moo ko moom.	وكان يقود سيارة تابعة لشخص يعمل في مجال النقل.	Conducteur de profession, S. Sarr a été surpris nuitamment à Grand-Yoff, par un vigile en service au niveau de la Zone de captage en train de dérober une bonbonne de gaz de neuf (9) kilogrammes dans un véhicule appartenant à un autre acteur du transport.	mafand	Senegalese News (MAFAND)
wo-ar-1139	Aali Nguy Njaay biral na ne tëralin wu benne woowule, njëwriñu wér-gu-yaram ji war koo amal li ko dalee at mii di ñëw, dina tax lopitaal yi gën a mucc-ayib.	قال علي انغوي انجاي إن هذا التصميم الخاص الذي سيضعه وزير الصحة اعتبارا من العام المقبل سيجعل المستشفيات أفضل.	Ce programme spécial que le ministère de la Santé et de l’Action sociale mettra en place à partir de l’année prochaine contribuera à relever le niveau technique de la structure sanitaire, a assuré Aly Ngouille Ndiaye.	mafand	Senegalese News (MAFAND)
wo-ar-0694	Ñeneen ñi sax dañuy jéem a jàppal tànk animaatëer bi nga xam ne, jéemul a leeral mbir mi xaana di wone jéppi gu mu def ñeneen ñi.	وحتى أن البعض يحاول تبرئة المذيع الذي لم يحاول أبدا أن يشرح ما حدث، بل يظهر كراهيته للآخرين.	Quant au débat libre et délibéré sur les réseaux sociaux, il a glissé allègrement du viol au mariage précoce avec là aussi, chez certains, une indignation communautaire qui peine à prendre l’ascenseur pour l’étage de la Nation, situé un cran au dessus, et chez d’autres, de sombres tentatives de donner raison à la jeune animatrice par des statistiques fétides qui, à défaut de renforcer la vérité des faits, établit la preuve de la haine de l’autre.	mafand	Senegalese News (MAFAND)
wo-ar-0530	Ndagam wax nañu ne benn Ëro mooy ñaari téeméer ak ñeen-fukki EKO, lu ñuy wéral la ndax joxeeguñu njëg lu mujj gi.	وبما أنهم تحدثوا عن أن اليورو الواحد يعادل ألفين ومائتي إيكو فهو للتحقق لأنهم لم يحددوا القيمة النهائية.	Ne nous emballons pas, car l’éco est un moyen de dévaluer nos francs actuels, puisqu’on parle d’un euro pour 1200 écos à vérifier car ils n’ont pas précisé la valeur finale.	mafand	Senegalese News (MAFAND)
wo-ar-1100	Soxna si Kan la, moom miy jabaru jaaykatu dorog bu mag bi jënd benn ci bato yi yeboon kokaayin bi.	إنها السيدة كَنْ زوجة مهرب المخدرات الكبير الذي اشترى أحد الزوارق التي كانت تحمل الكوكايين.	Il s’agit de Madame Kane, l’épouse d’un narcotrafiquant qui a acheté l’une des vedettes qui convoyait la cocaïne.	mafand	Senegalese News (MAFAND)
wo-ar-0290	waaye Yàlla jub ak jëf la bëgg.	ولكن الله يحب الاستقامة والعمل.	Certe vous me direz que oui on a 95% de Muslims, 4% de chrétiens mais Dieu aime la droiture, et l'action.	mafand	Senegalese News (MAFAND)
wo-ar-1089	Bulo yi futbal nañu bu baax ndax ki ñu génne ci ndoorteelu futbal bi,	ولعب البلوز جيدا بفضل لاعب طُرد في بداية المباراة،	Bien aidé par une expulsion en début de match, les Bleus ont déroulé.	mafand	Senegalese News (MAFAND)
wo-ar-0618	Wax jooju daa juddu ànd ak ñëwug Maki.	ظهر هذا التعبير مع مجيء ماكي.	Cette expression est née avec l'avènement de Macky.	mafand	Senegalese News (MAFAND)
wo-ar-1114	Su jigéenu jullit bëgg a muuru, war na koo mën a def.	إذا أرادت المرأة المسلمة أن ترتدي الحجاب، فيجب أن تكون قادرة على ذلك.	Si une femme musulmane veut porter le voile, elle doit pouvoir le faire.	mafand	Senegalese News (MAFAND)
wo-ar-0498	Samp nañu ay laaj yu am solo ci tolluwaayu réew mi ak ëllëgam te gis nañu ci diir bu gàtt aw yoon.	لقد طرحنا أسئلة مهمة حول الوضع الحالي لبلدنا ومستقبله، وسرعان ما وجدنا طريقنا.	Nous nous sommes posés les bonnes questions sur l’état actuel de notre pays et son devenir, et nous avons vite trouvé notre voie.	mafand	Senegalese News (MAFAND)
wo-ar-1216	Kurél giy xeexal Bàmbiloor tey mettitlu naqaram ba léegi, bind na Njiitu réew mi ab bataaxal bu muy fésal ag ñàkk a àndam bu baax ci jépp jëf juy wut a nangu li xas tege seeni yoxo di seen moomeel (lu ñuy jëfandikoo, koom),	قد بعثت الخلية التي تقاتل من أجل بامبلور وهي لا تزال في حالة غضب رسالة إلى رئيس الجمهورية تعرب فيها عن معارضتها الشديدة لأي عمل من شأنه أن يسترد ما في أيديهم من المكاسب (ما تتناولها وتدخرها)،	La cellule de défense des intérêts de Bambilor qui rumine toujours sa colère, a adressé une lettre ouverte au président de la République dans laquelle elle fait part de sa détermination à s'opposer farouchement à tout acte susceptible de remettre en cause des acquis sociaux et économiques, des liens de parenté et de solidarité ou tout agissement ou décision de nature à mettre en danger notre survie et celle des générations futures.	mafand	Senegalese News (MAFAND)
wo-ar-0611	Seetal rekk, guddig weeru koor, ci ngelaw li, ñuy fanaane taxaw guddi ba bët set.	تأمل هذا، في ليلة رَمَضَانَ، في الرِيح، يقومون الليل كله.	Seetal rekk, guddig weeru koor, ci ngelaw li, ñuy fanaane taxaw guddi ba bët set.	mafand	Senegalese News (MAFAND)
wo-ar-1099	nit ñi nite saagawuñu sama mbokk mi bi mu joxee xalaatam.	لم يسب الأشخاص الناضجون أخي عندما أعطى رأيه.	Je pense que ce monsieur est libre de donner sa version des faits comme tout sénégalais mais parce qu’il ne partage pas la vision de soi-disant président Sonko qui est un parent Diola qu'on doit l'insulter et les gens murs n'ont pas insulté mon parent quand il a donné son avis.	mafand	Senegalese News (MAFAND)
wo-ar-1165	du leen tax a dellu ginnaaw mukk.	لن تجعلها تتراجع أبدا.	Un pouvoir qui marche sur des jambes cagneuses, tordues, un régime irisé, capable de changer en fonction des intérêts de quelques décideurs tapis dans l’ombre ne les feront jamais reculer.	mafand	Senegalese News (MAFAND)
wo-ar-0308	Ñàkk a jëmmal li jëwriñ ji yore wàllu ndox meek cetal gi xaatim, ñàkk a boolee liggéeykat yi nga xam ne lépp ñoom la ndax am pàcc boo xam ne dugal nañu ci seen loxo te bay nañu seen waar ci kuréel gi ñu war a taxawal.	عدم تجسيد ما وقع عليه رئيس وزارة المياه والصرف الصحي، وعدم إشراك الموظفين الذين فعلوا كل شيء لأنه كان هناك جزء ساهموا فيه وقاموا أيضاً بكل شيء تجاه الجمعية التي سيتم تأسيسها.	Non respect du protocole d’accord signé avec le Ministère de l’Hydraulique et de l’Assainissement (MHA) devenu Ministère de l’Eau et de l’Assainissement (MEA)Non implication des agents qui sont les acteurs principaux car futurs agents du repreneur dans le processus de création de la nouvelle société alors qu’ils en sont actionnaires.	mafand	Senegalese News (MAFAND)
wo-ar-0680	Franz Fanon mu jamonoom, Ali Sariyati, xam-xamam màcc ci dundug askan, joxe na leeral bu am solo ci baat bi di « boroom xam-xam bu am njàng » ci téereem bii di Xay ak dëppaleek jamono:	"قدم علي شريعتي، عالم الاجتماع وفرانز فانون عصره، توضيحا مثيرا لمفهوم المثقف في كتابه ""الحداثة والحضارة"":"	Le Franz Fanon de son époque, Ali Shariati, éminent sociologue, fait une clarification intéressante du concept intellectuel dans son livre intitulé civilisation et modernisation : Est intellectuel, celui qui est conscient de sa situation humaine dans le temps et l’espace historique et sociologique qui est le sien, et à qui cette conscience dicte un sentiment de responsabilité.	mafand	Senegalese News (MAFAND)
wo-ar-0101	Ci biir xeex bi la am kenn ci ñoom ku ci ame ay gaañu-gaañu yu metti.	وأثناء القتال أصيب أحدهم بجروح خطيرة.	Et c’est au cours de la bagarre que l'un d'eux a été grièvement blessé.	mafand	Senegalese News (MAFAND)
wo-ar-1036	fukk ak ñaar ci fukki réew ak juróom yi bokk xaalisu seefaa (CFA) ñu ngi leen boole ci réew yi seen nit ñi suqalikuwul dara, maanaam xeetu IDH wi mujj te PNUD xalaat ko;	تم تصنيف اثنتي عشرة دولة من أصل خمس عشرة دولة المشتركة في عملة سيفا ضمن الدول غير النامية؛ أي أحدث نوع IDH الذي صممه PNUD؛	Cette monnaie de plomb :– est un facteur du sous-développement : douze des quinze États africains de la zone franc sont classés parmi les pays à niveau de développement humain faible , soit la dernière catégorie de l’IDH conçu par le PNUD– ne favorise pas l’intégration régionale (moins de 10% du total des échanges commerciaux de ses pays membres)– représente un frein à l’attractivité de la zone (3% seulement des investissements directs étrangers (IDE) entrants en Afrique).	mafand	Senegalese News (MAFAND)
wo-ar-0547	Digé bor la.	الوعد دين.		MasakhaNER	Senegalese News (MasakhaNER)
wo-ar-0051	Dalalug Bruno Le Maire mënul nëbb màggetug xaralab njuréefu farañse yi mënul a dékku soxlaay waa farãas yi ci jamonoy fitna gi.	لا يمكن لدعوة برونو لو مير أن تخفي تقادم جهاز الإنتاج الفرنسي غير المستعد لتلبية الاحتياجات الفرنسية في أوقات الأزمات.	L’invite de Bruno Le Maire ne peut cacher la vétusté d’un appareil de production française qui n’est pas prêt pour répondre aux besoins exceptionnels en temps de crise.	mafand	Senegalese News (MAFAND)
wo-ar-0827	Usmaan Sónko, mi nga xam ne Mamadu Ja mooy royukaayam ci pólótig ba mu tudde ko sax béréb bi pàrteem bi nekk, ci baat yii la ko tënk : lan mooy nguur?	عثمان سونكو الذي جعل مامادو جا أيديولوجيته في السياسة لدرجة أنه أطلق عليه اسم مقر حزبه لخصها بهذه الكلمات: ما هي السلطة؟	Voter, pour ne citer qu’un exemple, est un devoir, dans la conception que je me fais de la démocratie, beaucoup plus qu’un droit, à tel point que l’esprit de la Constitution sénégalaise me semble exclure la possibilité, pour un citoyen, de faire acte de renonciation volontaire à la qualité de citoyen participant aux préoccupations de la politique de la Cité… Et Ousmane Sonko, qui fit de Mamadou Dia un de ses pères idéologiques en politique (D’ailleurs le siège de son parti porte son nom), l’étaye par ces mots : Et d’ailleurs, qu’est-ce le pouvoir si ce n’est simplement un sacerdoce, le serment de s’oublier et de se sacrifier pour sa patrie… Ce qui est indispensable à un leadership étatique de qualité, c’est d’avoir un bon background intellectuel et socioprofessionnel, une vision claire, une détermination à servir sa nation sur la base de l’intégrité, du désintéressement, du patriotisme, un cran indéfectible et une bonne équipe…… Ces définitions, loin d’être des idéaux seulement, sont omniprésentes dans les discours et les actes politiques de ces deux leaders.	mafand	Senegalese News (MAFAND)
